HDROCIO QUARTERLY EXTRACT                  20260830                                                                                                                                                                         
OCIO00000006Cobalt Retail K.K.                      CTR-00006-1   FY26Q20000000110000000000000485870000000047364065200000000275000000005000000002000000801685520190513TX609193836         JPY                               
OCIO00000006Cobalt Retail K.K.                      CTR-00006-1   FY26Q30000000070000000000000382769520000037242325900000000213000000005000000001000000555015820190513TX609193836         JPY                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-1   FY25Q30000002780000000230000014693151000001421327300000003741000000155000000006000000018513320190328TX831558700         BHD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-1   FY25Q40000002960000000270000031214257000003066956800000008414000000398000000036000000045572820190328TX831558700         BHD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-1   FY26Q10000003230000000250000030752306000002976177400000007669000000145000000045000000060274520190328TX831558700         BHD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-1   FY26Q20000003510000000230000018580071000001819342000000004968000000230000000029000000052953220190328TX831558700         BHD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-1   FY26Q30000002420000000230000009725787000000941193500000002540000000073000000005000000013810620190328TX831558700         BHD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-2   FY25Q30000001830000000090000092086718000009028273900000006516000000142000000026000000138130020190328TX831558700         USD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-2   FY25Q40000001790000000110000019008040000001814963700000001786000000061000000013000000040867220190328TX831558700         USD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-2   FY26Q10000001680000000210000052507285000005083860300000004133000000091000000012000000122867020190328TX831558700         USD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-2   FY26Q20000001660000000210000026954145000002562961800000002203000000093000000003000000047439320190328TX831558700         USD                               
OCIO00000008Pelagic Logistics W.L.L.                CTR-00008-2   FY26Q30000001150000000080000012308332000001176836600000001136000000037000000002000000014893020190328TX831558700         USD                               
OCIO00000009Meridian Logistics Ltd                  CTR-00009-1   FY25Q30000001190000000060000060569340000005795092700000004758000000191000000036000000149606220230804TX127933681         GBP                               
OCIO00000009Meridian Logistics Ltd                  CTR-00009-1   FY25Q4000000114000000012000003485816000000340898860000000272000000006000000001600000005925880000-00-TX127933681         GBP                               
OCIO00000009Meridian Logistics Ltd                  CTR-00009-1   FY26Q10000001180000000100000032402858000003104712200000002824000000033000000021000000088459820230804TX127933681         GBP                               
OCIO00000009Meridian Logistics Ltd                  CTR-00009-1   FY26Q20000001210000000090000029771614000002823539900000002878000000072000000014000000078597020230804TX127933681         GBP                               
OCIO00000009Meridian Logistics Ltd                  CTR-00009-1   FY26Q30000000800000000070000029752928000002833401100000002713000000102000000010000000065753920230804TX127933681         GBP                               
OCIO00000010Harbour Commerce Ltd                    CTR-00010-1   FY25Q30000000080000000000000001973315000000190955700000000263000000005000000000000000003019120190309TX728480624         GBP                               
OCIO00000010Harbour Commerce Ltd                    CTR-00010-1   FY25Q40000000080000000000000002607833000000252310500000000256000000009000000000000000004172520190309TX728480624         GBP                               
OCIO00000010Harbour Commerce Ltd                    CTR-00010-1   FY26Q10000000080000000000000002042766000000193721600000000220000000010000000001000000003799520190309TX728480624         GBP                               
OCIO00000010Harbour Commerce Ltd                    CTR-00010-1   FY26Q20000000080000000010000002363622000000232481200000000308000000009000000000000000006712620190309TX728480624         GBP                               
OCIO00000010Harbour Commerce Ltd                    CTR-00010-1   FY26Q30000000050000000010000001749936000000167675300000000202000000005000000000000000004269820190309TX728480624         GBP                               
OCIO00000011Basalt Group K.K.                       CTR-00011-1   FY25Q30000002800000000250014440603240001376247251100000009803000000411000000065000019928032420201212TX535085833         JPY                               
OCIO00000011Basalt Group K.K.                       CTR-00011-1   FY25Q40000002970000000220007200186420000697273253100000005747000000238000000015000017712458520201212TX535085833         JPY                               
OCIO00000011Basalt Group K.K.                       CTR-00011-1   FY26Q10000003120000000220003250816380000320319192000000002557000000036000000018000006501632720201212TX535085833         JPY                               
OCIO00000011Basalt Group K.K.                       CTR-00011-1   FY26Q20000003320000000180004882559220000475517324900000003663000000172000000027000008349176220201212TX535085833         JPY                               
OCIO00000011Basalt Group K.K.                       CTR-00011-1   FY26Q30000002160000000250006366549140000619649861200000005059000000163000000023000008976834220201212TX535085833         JPY                               
OCIO00000012Aurelian Partners W.L.L.                CTR-00012-1   FY25Q30000001010000000060000007892524000000758369000000002104000000093000000008000000010102420230713TX142052887         BHD                               
OCIO00000012Aurelian Partners W.L.L.                CTR-00012-1   FY25Q40000001060000000080000003319671000000325414100000000882000000031000000000000000008996320230713TX142052887         BHD                               
OCIO00000012Aurelian Partners W.L.L.                CTR-00012-1   FY26Q10000001140000000080000013251528000001262062300000003298000000042000000013000000028490720230713TX142052887         BHD                               
OCIO00000012Aurelian Partners W.L.L.                CTR-00012-1   FY26Q20000001230000000080000010791144000001037913800000003172000000063000000023000000029028120230713TX142052887         BHD                               
OCIO00000012Aurelian Partners W.L.L.                CTR-00012-1   FY26Q30000000890000000040000014575590000001428320300000002840000000084000000005000000027839320230713TX142052887         BHD                               
OCIO00000013Alder Systems Inc.                      CTR-00013-1   FY25Q30000000320000000020000003084404000000296112000000000231000000009000000000000000006446420220409TX598551718         USD                               
OCIO00000013Alder Systems Inc.                      CTR-00013-1   FY25Q40000000310000000020000009431628000000914528300000000685000000024000000003000000015184920220409TX598551718         USD                               
OCIO00000013Alder Systems Inc.                      CTR-00013-1   FY26Q10000000290000000040000004757443000000465844000000000328000000004000000002000000010751820220409TX598551718         USD                               
OCIO00000013Alder Systems Inc.                      CTR-00013-1   FY26Q20000000300000000020000008099812000000782474300000000694000000010000000003000000022274420220409TX598551718         USD                               
OCIO00000013Alder Systems Inc.                      CTR-00013-1   FY26Q30000000210000000000000009894020000000940931200000000781000000014000000002000000026417020220409TX598551718         USD                               
OCIO00000014Alder Retail K.K.                       CTR-00014-1   FY25Q30000000720000000030003220000700000309384107200000002177000000100000000010000007631401620230318TX310472338         JPY                               
OCIO00000014Alder Retail K.K.                       CTR-00014-1   FY25Q40000000690000000050001125614000000110162716500000000820000000016000000005000001913543820230318TX310472338         JPY                               
OCIO00000014Alder Retail K.K.                       CTR-00014-1   FY26Q10000000710000000030002425360000000238679677600000002272000000052000000010000004971988020230318TX310472338         JPY                               
OCIO00000014Alder Retail K.K.                       CTR-00014-1   FY26Q20000000680000000060002004744000000196793690000000001200000000014000000001000002946973620230318TX310472338         JPY                               
OCIO00000014Alder Retail K.K.                       CTR-00014-1   FY26Q30000000470000000010002059646400000196232810700000001176000000027000000004000002883504920230318TX310472338         JPY                               
OCIO00000015Quarry Commerce Ltd                     CTR-00015-1   FY25Q30000000320000000030000003626742000000356526900000000488000000013000000000000000007797520230520TX960171520         GBP                               
OCIO00000015Quarry Commerce Ltd                     CTR-00015-1   FY25Q40000000340000000010000005365082000000510004700000000495000000015000000000000000007242820230520TX960171520         GBP                               
OCIO00000015Quarry Commerce Ltd                     CTR-00015-1   FY26Q10000000350000000020000011536526000001129656600000000952000000010000000002000000018573820230520TX960171520         GBP                               
OCIO00000015Quarry Commerce Ltd                     CTR-00015-1   FY26Q20000000360000000020000006345738000000609095700000000507000000016000000002000000012310720230520TX960171520         GBP                               
OCIO00000015Quarry Commerce Ltd                     CTR-00015-1   FY26Q30000000250000000000000010050151000000988140900000000861000000009000000002000000022512320230520TX960171520         GBP                               
OCIO00000016Cobalt Ventures K.K.                    CTR-00016-1   FY25Q30000000420000000030002249517480000215283321800000001302000000050000000001000003171819620220727TX289434702         JPY                               
OCIO00000016Cobalt Ventures K.K.                    CTR-00016-1   FY25Q40000000460000000030001879432240000178527268400000001316000000037000000001000003326595020220727TX289434702         JPY                               
OCIO00000016Cobalt Ventures K.K.                    CTR-00016-1   FY26Q10000000520000000010000803000800000078793650500000000760000000036000000000000001212531220220727TX289434702         JPY                               
OCIO00000016Cobalt Ventures K.K.                    CTR-00016-1   FY26Q20000000460000000120001877035160000183609702300000001267000000015000000009000003603907520220727TX289434702         JPY                               
OCIO00000016Cobalt Ventures K.K.                    CTR-00016-1   FY26Q30000000410000000000001211968800000116664116600000001038000000013000000001000001696756320220727TX289434702         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-1   FY25Q30000002720000000170016511542740001615324226200000008789000000189000000044000045571857920250324TX915514073         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-1   FY25Q40000002770000000170010916745840001050158199500000009477000000427000000014000018885970320250324TX915514073         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-1   FY26Q10000002830000000160020672464400001985817602700000011069000000491000000023000027701102320250324TX915514073         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-1   FY26Q20000002760000000280011620064820001112237744300000008281000000351000000017000026493747720250324TX915514073         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-1   FY26Q30000001890000000150004202906400000402201330800000002772000000061000000002000008195667420250324TX915514073         JPY                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-2   FY25Q30000000190000000030000002177552000000210040100000000260000000006000000000000000003571120250324TX915514073         GBP                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-2   FY25Q40000000190000000020000003337228000000317664100000000418000000013000000000000000006908020250324TX915514073         GBP                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-2   FY26Q10000000210000000000000004102837000000400892300000000456000000014000000001000000011241720250324TX915514073         GBP                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-2   FY26Q20000000190000000020000006606075000000647818200000000778000000038000000005000000013013920250324TX915514073         GBP                               
OCIO00000017Northgate Systems K.K.                  CTR-00017-2   FY26Q30000000100000000030000002026495000000197976400000000261000000003000000001000000005127020250324TX915514073         GBP                               
OCIO00000018Quarry Markets K.K.                     CTR-00018-1   FY25Q30000001040000000080003166630880000307175861800000002744000000084000000016000006618258520210624TX138247123         JPY                               
OCIO00000018Quarry Markets K.K.                     CTR-00018-1   FY25Q40000001050000000070006356563360000608583732600000003683000000043000000011000014810792620210624TX138247123         JPY                               
OCIO00000019Cinder Holdings W.L.L.                  CTR-00019-1   FY25Q30000000350000000030000001623566000000157948600000000277000000008000000000000000003182120200826TX508992814         BHD                               
OCIO00000019Cinder Holdings W.L.L.                  CTR-00019-1   FY25Q40000000370000000020000002340581000000225419000000000447000000011000000001000000006179120200826TX508992814         BHD                               
OCIO00000019Cinder Holdings W.L.L.                  CTR-00019-1   FY26Q10000000390000000020000002704457000000260125500000000565000000011000000001000000006085020200826TX508992814         BHD                               
OCIO00000019Cinder Holdings W.L.L.                  CTR-00019-1   FY26Q20000000400000000030000006916338000000670455900000001430000000067000000007000000010582020200826TX508992814         BHD                               
OCIO00000019Cinder Holdings W.L.L.                  CTR-00019-1   FY26Q30000000280000000010000006407683000000630913300000001062000000034000000003000000008842620200826TX508992814         BHD                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-1   FY25Q30000000310000000010001506604960000145345193700000000868000000020000000003000002064048820220213TX883018175         JPY                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-1   FY25Q40000000280000000030001059525180000103470050500000000873000000039000000004000001748216520220213TX883018175         JPY                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-1   FY26Q10000000270000000040000892979780000085735881600000000781000000029000000001000001678801920220213TX883018175         JPY                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-2   FY25Q30000003300000000270000068720129000006766871100000009618000000436000000058000000191041920220213TX883018175         GBP                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-2   FY25Q40000003090000000310000029298676000002873467600000003188000000138000000004000000065336020220213TX883018175         GBP                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-2   FY26Q10000003030000000220000076350581000007456703100000005959000000114000000007000000096965220220213TX883018175         GBP                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-2   FY26Q20000002890000000210000069224849000006561477300000009529000000269000000018000000125296920220213TX883018175         GBP                               
OCIO00000020Alder Logistics K.K.                    CTR-00020-2   FY26Q30000001840000000110000066569772000006420787700000005891000000199000000016000000116497120220213TX883018175         GBP                               
OCIO00000021Cinder Group K.K.                       CTR-00021-1   FY25Q30000000570000000030001056790980000100462777700000000639000000022000000003000001659161820240618TX371512310         JPY                               
OCIO00000021Cinder Group K.K.                       CTR-00021-1   FY25Q40000000600000000040004359498640000428813364700000002324000000092000000002000005536563220240618TX371512310         JPY                               
OCIO00000021Cinder Group K.K.                       CTR-00021-1   FY26Q10000000650000000050001390434920000134463399300000001082000000018000000006000003851504720240618TX371512310         JPY                               
OCIO00000021Cinder Group K.K.                       CTR-00021-1   FY26Q20000000740000000020001164265200000111138427400000000705000000034000000004000002305245120240618TX371512310         JPY                               
OCIO00000021Cinder Group K.K.                       CTR-00021-1   FY26Q30000000510000000030001707602960000167573908800000001589000000049000000003000002151579720240618TX371512310         JPY                               
OCIO00000022Lantern Partners W.L.L.                 CTR-00022-1   FY25Q30000000280000000020000002945363000000285656100000000741000000033000000004000000004476920191126TX820500228         BHD                               
OCIO00000022Lantern Partners W.L.L.                 CTR-00022-1   FY25Q40000000270000000020000001232010000000117706200000000216000000007000000000000000002106720191126TX820500228         BHD                               
OCIO00000022Lantern Partners W.L.L.                 CTR-00022-1   FY26Q10000000270000000010000002997165000000294939000000000572000000007000000002000000007403020191126TX820500228         BHD                               
OCIO00000022Lantern Partners W.L.L.                 CTR-00022-1   FY26Q20000000250000000020000002885614000000284054000000000582000000016000000003000000005944320191126TX820500228         BHD                               
OCIO00000022Lantern Partners W.L.L.                 CTR-00022-1   FY26Q30000000170000000000000002079000000000204012200000000500000000016000000001000000003659020191126TX820500228         BHD                               
OCIO00000023Lantern Logistics Inc.                  CTR-00023-2   FY25Q30000000160000000020000001839352000000178063900000000423000000014000000002000000004046520191117TX421922134         BHD                               
OCIO00000023Lantern Logistics Inc.                  CTR-00023-2   FY25Q40000000140000000030000001271576000000121521900000000335000000011000000002000000002276120191117TX421922134         BHD                               
OCIO00000023Lantern Logistics Inc.                  CTR-00023-2   FY26Q10000000150000000010000001117654000000105906600000000244000000011000000000000000001922320191117TX421922134         BHD                               
OCIO00000023Lantern Logistics Inc.                  CTR-00023-2   FY26Q20000000150000000000000000517652000000050103500000000122000000004000000000000000001371720191117TX421922134         BHD                               
OCIO00000023Lantern Logistics Inc.                  CTR-00023-2   FY26Q30000000090000000000000001273495000000124849600000000255000000010000000000000000002941720191117TX421922134         BHD                               
OCIO00000024Cobalt Exchange W.L.L.                  CTR-00024-1   FY25Q30000000250000000010000002474771000000243544700000000589000000007000000003000000003934820190829TX489306736         BHD                               
OCIO00000024Cobalt Exchange W.L.L.                  CTR-00024-1   FY25Q40000000240000000020000003033756000000286920500000000517000000025000000002000000004186520190829TX489306736         BHD                               
OCIO00000024Cobalt Exchange W.L.L.                  CTR-00024-1   FY26Q10000000240000000030000001975276000000189494200000000426000000008000000002000000003436920190829TX489306736         BHD                               
OCIO00000024Cobalt Exchange W.L.L.                  CTR-00024-1   FY26Q20000000270000000010000002305972000000220743800000000659000000012000000002000000003528120190829TX489306736         BHD                               
OCIO00000024Cobalt Exchange W.L.L.                  CTR-00024-1   FY26Q30000000180000000010000003492774000000340573400000000710000000032000000003000000008277820190829TX489306736         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-1   FY25Q30000000770000000030000014617634000001442146500000002738000000032000000008000000029819920230909TX768199693         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-1   FY25Q40000000720000000040000003476065000000342830300000000773000000015000000005000000006326420230909TX768199693         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-1   FY26Q10000000670000000050000003391443000000332354700000000578000000011000000004000000008342920230909TX768199693         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-1   FY26Q20000000640000000050000005641927000000539193300000001264000000024000000004000000006770320230909TX768199693         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-1   FY26Q30000000400000000030000006074065000000578591200000001172000000030000000004000000010933320230909TX768199693         BHD                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-2   FY25Q3000000277000000013000006608265900000634023460000000676200000017000000003600000011960960000-00-TX768199693         GBP                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-2   FY25Q40000002730000000190000034806725000003290627700000003219000000118000000010000000079359320230909TX768199693         GBP                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-2   FY26Q1000000281000000014000003081112700000303569710000000255900000012400000001600000006008170000-00-TX768199693         GBP                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-2   FY26Q20000002710000000270000028672698000002736092200000002457000000025000000013000000080570220230909TX768199693         GBP                               
OCIO00000025Harbour Partners W.L.L.                 CTR-00025-2   FY26Q30000001800000000180000037179868000003563839100000004944000000145000000026000000095180420230909TX768199693         GBP                               
OCIO00000026Cobalt Commerce W.L.L.                  CTR-00026-1   FY25Q30000000410000000020000003763361000000367898600000001023000000049000000002000000008618120240411TX448623539         BHD                               
OCIO00000026Cobalt Commerce W.L.L.                  CTR-00026-1   FY25Q40000000390000000020000001947611000000187925000000000575000000017000000000000000003778320240411TX448623539         BHD                               
OCIO00000026Cobalt Commerce W.L.L.                  CTR-00026-1   FY26Q10000000330000000060000002216131000000210512500000000643000000013000000003000000006183020240411TX448623539         BHD                               
OCIO00000026Cobalt Commerce W.L.L.                  CTR-00026-1   FY26Q2000000034000000004000000341424900000033591770000000074000000001100000000400000000795520000-00-TX448623539         BHD                               
OCIO00000026Cobalt Commerce W.L.L.                  CTR-00026-1   FY26Q30000000240000000000000000977853000000096135700000000204000000003000000000000000001711220240411TX448623539         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-1   FY25Q30000000460000000060000004407858000000432913300000000910000000019000000004000000005597920250308TX133657308         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-1   FY25Q40000000490000000050000004939389000000469251800000001141000000024000000001000000012348420250308TX133657308         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-1   FY26Q10000000550000000010000005887908000000572628400000001094000000045000000007000000009185120250308TX133657308         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-1   FY26Q20000000520000000060000008032295000000770883500000001807000000087000000013000000021526520250308TX133657308         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-1   FY26Q30000000370000000020000003218599000000305709000000000612000000021000000000000000006179720250308TX133657308         BHD                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-2   FY25Q30000000330000000000000005779919000000564351300000000614000000016000000002000000013004820250308TX133657308         GBP                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-2   FY25Q40000000330000000010000006992824000000670723700000000769000000038000000003000000011678020250308TX133657308         GBP                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-2   FY26Q10000000310000000050000013014498000001241921500000001168000000013000000005000000028892120250308TX133657308         GBP                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-2   FY26Q20000000350000000030000004433403000000421887000000000465000000011000000001000000007581120250308TX133657308         GBP                               
OCIO00000027Pelagic Trading W.L.L.                  CTR-00027-2   FY26Q30000000230000000030000005220090000000506181700000000568000000006000000001000000014250820250308TX133657308         GBP                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-1   FY25Q30000000440000000000000010209240000000980454500000000675000000025000000003000000016947320230117TX135088366         USD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-1   FY25Q40000000420000000040000011728164000001117740900000001190000000017000000004000000032838820230117TX135088366         USD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-1   FY26Q10000000450000000030000020004280000001926232200000001513000000060000000007000000027605920230117TX135088366         USD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-1   FY26Q20000000480000000030000024229128000002348965500000001540000000016000000005000000055242420230117TX135088366         USD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-1   FY26Q30000000340000000010000017019446000001638547200000001364000000035000000010000000032336920230117TX135088366         USD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-2   FY25Q30000000530000000050000006254808000000593956600000001066000000034000000004000000007693420230117TX135088366         BHD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-2   FY25Q40000000500000000050000007843254000000748787600000001343000000030000000003000000009490320230117TX135088366         BHD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-2   FY26Q10000000470000000060000002039927000000198603200000000532000000019000000001000000002876320230117TX135088366         BHD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-2   FY26Q20000000470000000040000010131435000000997389100000001801000000072000000010000000017628720230117TX135088366         BHD                               
OCIO00000028Aurelian Ventures Inc.                  CTR-00028-2   FY26Q30000000310000000010000002962713000000286121100000000704000000008000000002000000004769920230117TX135088366         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-1   FY25Q30000003610000000250000058286830000005623804800000013590000000454000000087000000070527020240821TX271812772         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-1   FY25Q40000003310000000390000045339672000004330800100000009473000000267000000031000000056674520240821TX271812772         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-1   FY26Q1000000335000000020000003099716200000295706730000000727300000023400000003200000007284330000-00-TX271812772         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-1   FY26Q20000003150000000260000053413875000005270507300000009163000000364000000052000000106827720240821TX271812772         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-1   FY26Q3000000201000000015000001925992000000184392550000000498600000021900000002100000004911280000-00-TX271812772         BHD                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-2   FY25Q30000000370000000030000374131660000036481204000000000283000000010000000001000000553714820240821TX271812772         JPY                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-2   FY25Q4000000037000000001000048512072000004780234030000000030200000001300000000000000080044910000-00-TX271812772         JPY                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-2   FY26Q10000000330000000040000532963060000052069425000000000487000000016000000000000001188507620240821TX271812772         JPY                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-2   FY26Q20000000300000000050000516857600000049617295800000000320000000010000000001000000816635020240821TX271812772         JPY                               
OCIO00000029Cobalt Ventures W.L.L.                  CTR-00029-2   FY26Q30000000210000000010000735512400000070026664500000000690000000020000000001000002052079620240821TX271812772         JPY                               
OCIO00000030Cobalt Trading K.K.                     CTR-00030-1   FY25Q30000000420000000010001158227000000114088834100000000850000000013000000003000001783669520250108TX868683291         JPY                               
OCIO00000030Cobalt Trading K.K.                     CTR-00030-1   FY25Q40000000410000000040001696356480000160909590200000000988000000040000000006000003935547020250108TX868683291         JPY                               
OCIO00000030Cobalt Trading K.K.                     CTR-00030-1   FY26Q10000000440000000030001010440900000097056890200000000697000000028000000004000002152239120250108TX868683291         JPY                               
OCIO00000030Cobalt Trading K.K.                     CTR-00030-1   FY26Q20000000450000000040002558127460000250276958100000001399000000032000000005000005295323820250108TX868683291         JPY                               
OCIO00000030Cobalt Trading K.K.                     CTR-00030-1   FY26Q30000000310000000030000557587800000053362267600000000298000000003000000001000000998082120250108TX868683291         JPY                               
